,name_res,img_link,food_link,favorite_tag,is_quality_mer,address,promotion
0,Homie - Food & Drink - Nguyễn Văn Tăng,,https://shopeefood.vn/ho-chi-minh/homie-food-drink-nguyen-van-tang,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"448/1 Nguyễn Văn Tăng, P. Long Thạnh Mỹ, Thành Phố Thủ Đức, TP. HCM",Giảm món
0,Trà Sữa & Coffee Bé Út - Dương Bá Trạc,,https://shopeefood.vn/ho-chi-minh/tra-sua-coffee-be-ut-duong-ba-trac,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"240/13 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",Giảm món
0,Tiger Sugar - Đường Nâu Sữa Đài Loan - Đường Số 1,,https://shopeefood.vn/ho-chi-minh/tiger-sugar-duong-nau-sua-dai-loan-duong-so-1,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"55 Đường Số 1, P. Tân Thuận Đông, Quận 7, TP. HCM",Giảm hết 40%
0,Đặc Sản Trảng Bàng AT - Bánh Canh & Bánh Tráng Phơi Sương Cuộn Rau Rừng - Đường 42,https://images.foody.vn/res/g114/1138058/prof/s280x175/file_restaurant_photo_tk23_17007-e6133738-231123085741.jpg,https://shopeefood.vn/ho-chi-minh/dac-san-trang-bang-at-banh-canh-banh-trang-phoi-suong-cuon-rau-rung-duong-42,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"33 Đường 42, P. Bình Trưng Đông, Thành Phố Thủ Đức, TP. HCM",Giảm món
0,A Xìn - Chân Gà Rút Xương Ngâm Sả Tắc - Quang Trung - Shop Online,https://images.foody.vn/res/g104/1039932/prof/s280x175/foody-upload-api-foody-mobile-foody-upload-api-foo-200803164418.jpg,https://shopeefood.vn/ho-chi-minh/a-xin-chan-ga-rut-xuong-ngam-sa-tac-quang-trung-shop-online,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"745/182 Quang Trung, P. 12, Gò Vấp, TP. HCM",Giảm món
0,Tiệm Trà Alexander - Trà Sữa & Chân Gà - Quang Trung,https://images.foody.vn/res/g115/1142798/prof/s280x175/foody-upload-api-foody-mobile-co-db432c4e-220704200244.jpeg,https://shopeefood.vn/ho-chi-minh/tiem-tra-alexander-tra-sua-chan-ga-quang-trung,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"745/182 Quang Trung, P. 12, Gò Vấp, TP. HCM",Giảm món
0,Gỏi Cuốn Chị Thư,https://images.foody.vn/res/g94/932864/prof/s280x175/file_restaurant_photo_ymos_16229-168ad567-210606181705.jpeg,https://shopeefood.vn/ho-chi-minh/goi-cuon-chi-thu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"183/1 Nơ Trang Long, P. 12, Bình Thạnh, TP. HCM",Giảm hết 10%
0,Bánh Đa Cua Cô Thuý Hải Phòng - Bàn Cờ,https://images.foody.vn/res/g117/1160454/prof/s280x175/foody-upload-api-foody-mobile-fi-d73d664f-230113141607.jpeg,https://shopeefood.vn/ho-chi-minh/banh-da-cua-co-thuy-hai-phong-ban-co,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"168 Đường Bàn Cờ, P. 3, Quận 3, TP. HCM",Giảm hết 10%
0,BANGKOK STREET FOOD - Quán Ăn Thái - 15 Hoa Trà,https://images.foody.vn/res/g100007/1000065328/prof/s280x175/foody-upload-api-foody-mobile-ca-2cb5adf7-230505121611.jpg,https://shopeefood.vn/ho-chi-minh/bangkok-street-food-quan-an-thai-15-hoa-tra,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"15 Hoa Trà, P. 7, Phú Nhuận, TP. HCM",Giảm món
0,"Mệ Ơi - Bún Bò, Mì Quảng & Cơm - Phạm Văn Đồng",https://images.foody.vn/res/g117/1167145/prof/s280x175/foody-upload-api-foody-mobile-co-9782c7be-230409104620.jpeg,https://shopeefood.vn/ho-chi-minh/me-oi-bun-bo-mi-quang-com-pham-van-dong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"84 Phạm Văn Đồng, P. 3, Gò Vấp, TP. HCM",Giảm món
0,Yumi - Trà Sữa & Milo Dầm Trân Châu,https://images.foody.vn/res/g105/1044554/prof/s280x175/foody-upload-api-foody-mobile-22-200929150032.jpg,https://shopeefood.vn/ho-chi-minh/yumi-tra-sua-milo-dam-tran-chau,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"237/65/12 Phạm Văn Chiêu, P. 14, Gò Vấp, TP. HCM",Giảm món
0,Xiên Que - Xiên Nướng - Kaka,https://images.foody.vn/res/g13/129509/prof/s280x175/foody-mobile-yuh-jpg-826-635640817665165741.jpg,https://shopeefood.vn/ho-chi-minh/xien-que-xien-nuong-kaka,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"54 Bạch Vân, P. 5, Quận 5, TP. HCM",Giảm món
0,Ốc PDA - Quán Ăn - Dương Tử Giang,https://images.foody.vn/res/g100008/1000073047/prof/s280x175/vn-11134513-7r98o-lppbxatwlnx031-c17b6086-231228112504.jpeg,https://shopeefood.vn/ho-chi-minh/oc-pda-quan-an-duong-tu-giang,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"165 - 167 Dương Tử Giang, P. 4 , Quận 11, TP. HCM",Giảm món
0,Tokbokki O Cầm - Tokbokki & Chả Cá Hàn Quốc - Nguyễn Văn Tăng,https://images.foody.vn/res/g100007/1000060558/prof/s280x175/foody-upload-api-foody-mobile-im-879bb251-230617095437.jpeg,https://shopeefood.vn/ho-chi-minh/tokbokki-ocam-tokbokki-cha-ca-han-quoc-nguyen-van-tang.gbexuj,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"353 Nguyễn Văn Tăng, P. Long Thạnh Mỹ, Thành Phố Thủ Đức, TP. HCM",Giảm món
0,MIN COFFEE - 54 Đường 32,https://images.foody.vn/res/g100007/1000062321/prof/s280x175/file_22539dff-0184-40a5-bb9a-64b-aea758f4-230217104247.jpeg,https://shopeefood.vn/ho-chi-minh/min-coffee-ca-phe-va-tra-54-duong-so-32.ynyosr,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"54 Đường Số 32, P. Tân Phong, Quận 7, TP. HCM",Giảm món
0,Pizza Kim - Napoli Pizza,https://images.foody.vn/res/g100007/1000063537/prof/s280x175/foody-upload-api-foody-mobile-fi-92f63e27-230816141137.jpeg,https://shopeefood.vn/ho-chi-minh/pizza-kim-napoli-pizza,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"217 Âu Dương Lân, P. 2, Quận 8, TP. HCM",Giảm món
0,Trà Tắc - Phạm Thế Hiển,https://images.foody.vn/res/g100007/1000060242/prof/s280x175/file_d0d9bb2e-9ca8-4569-8b62-87c-b767558c-221111101217.jpeg,https://shopeefood.vn/ho-chi-minh/tra-tac-pham-the-hien,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"769/48 Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",Giảm món
0,Bò Cay Bạc Liêu Fu Ký - Hủ Tiếu & Bún Bò Cay Truyền Thống Bạc Liêu - Tạ Quang Bửu,https://images.foody.vn/res/g100008/1000072886/prof/s280x175/vn-11134513-7r98o-lpg3qeg534uzb6-e97f75cb-231221132548.jpeg,https://shopeefood.vn/ho-chi-minh/bo-cay-bac-lieu-fu-ky-hu-tieu-bun-bo-cay-truyen-thong-bac-lieu-ta-quang-buu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"854 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",Giảm món
0,Mía Xanh - Nước Mía & Nước Dừa - Huỳnh Tấn Phát,,https://shopeefood.vn/ho-chi-minh/mia-xanh-nuoc-mia-nuoc-dua-huynh-tan-phat,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"810 Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM",Giảm món
0,"NaNa Shop - Cơm Cháy Chà Bông, Bánh Tráng Trộn & Nước Sâm - Đường Số 3",,https://shopeefood.vn/ho-chi-minh/nana-shop-com-chay-cha-bong-banh-trang-tron-nuoc-sam-duong-so-3,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"Số 1 Đường Số 3, Tổ 5, Khu Phố 6, P. Trường Thọ, Thành Phố Thủ Đức, TP. HCM",Giảm món
0,Bếp Vị Nhà Trinh - Ăn Uống - 179/7Q Ấp Đông 1-2,,https://shopeefood.vn/ho-chi-minh/bep-vi-nha-trinh-an-uong-179-7q-ap-dong-1-2,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"179/7Q Ấp Đông 1-2, X. Thới Tam Thôn, Hóc Môn, TP. HCM",Giảm món
0,"Cú Mèo - Trà Sữa, Lẩu Ly & Xiên Que",,https://shopeefood.vn/ho-chi-minh/cu-meo-tra-sua-lau-ly-xien-que,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"158 Nguyễn Văn Lượng, P. 17, Gò Vấp, TP. HCM",Giảm món
0,Trà Sữa Và Bánh Mì Nhà Sóc - 897 Hưng Phú,,https://shopeefood.vn/ho-chi-minh/tra-sua-va-banh-mi-nha-soc-897-hung-phu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"897 Hưng Phú, P. 10, Quận 8, TP. HCM",Giảm món
0,Nina Kafe - Coffee - Nguyễn Tất Thành,,https://shopeefood.vn/ho-chi-minh/nina-kafe-coffee-nguyen-tat-thanh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"180/1 Nguyễn Tất Thành, P.13, Quận 4, TP. HCM",Giảm hết 15%
0,Cơm Văn Phòng Min - Lê Thánh Tôn,,https://shopeefood.vn/ho-chi-minh/com-van-phong-min-le-thanh-ton,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"15B/105 Lê Thánh Tôn. P. Bến Nghé, Quận 1, TP. HCM",Giảm món
0,BÁNH MÌ & XÔI CHAY SALA - Bánh Mì & Xôi Chay - 167 Thạch Lam,,https://shopeefood.vn/ho-chi-minh/banh-mi-xoi-chay-sala-banh-mi-xoi-chay-167-thach-lam,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"167 Thạch Lam, P. Phú Thạnh, Tân Phú, TP. HCM",Giảm món
0,Trà Sữa Dzính - Trà Sữa & Trà Trái Cây - Tây Thạnh,,https://shopeefood.vn/ho-chi-minh/tra-sua-dzinh-tra-sua-tra-trai-cay-tay-thanh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"39 S11 Tây Thạnh, P. Tây Thạnh, Tân Phú, TP. HCM",Giảm món
0,Cơm Thố Trường An - Bàu Cát,,https://shopeefood.vn/ho-chi-minh/com-tho-truong-an-bau-cat,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"168 Bàu Cát, P. 14, Tân Bình, TP. HCM",Giảm món
0,Cơm Gà Xối Mỡ - Chí Thiện,,https://shopeefood.vn/ho-chi-minh/com-ga-xoi-mo-chi-thien,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"1/19/3 Lê Thúc Hoạch, P.Phú Thọ Hòa, Tân Phú, TP. HCM",Giảm hết 10%
0,Osu Foods & Drinks - Trần Hưng Đạo,,https://shopeefood.vn/ho-chi-minh/osu-foods-drinks,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"112 Trần Hưng Đạo, P. 7, Quận 5, TP. HCM",Giảm món
0,"Thé Brew House - Kombucha, Trà Sữa Ít Béo & Trà Ủ Lạnh",,https://shopeefood.vn/ho-chi-minh/the-brew-house-kombucha-tra-sua-it-beo-tra-u-lanh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"650/4/47 Điện Biên Phủ, P. 11, Quận 10, TP. HCM",Giảm món
0,Bánh Bèo Thi Vị - Cách Mạng Tháng 8,,https://shopeefood.vn/ho-chi-minh/banh-beo-thi-vi-cach-mang-thang-8,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"6/7 Cách Mạng Tháng 8, P. Bến Thành, Quận 1, TP. HCM",Giảm món
0,Trà Sữa Let's Milk,,https://shopeefood.vn/ho-chi-minh/tra-sua-let-s-milk,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"62 Liên Khu 2-5, P. Bình Trị Đông, Bình Tân, TP. HCM",Giảm món
0,COCOINE - Nước Dừa Xiêm Mix - Nguyễn Thượng Hiền,https://images.foody.vn/res/g120/1190831/prof/s280x175/file_restaurant_photo_phgm_16990-fc75ccfd-231103191931.jpg,https://shopeefood.vn/ho-chi-minh/cocoine-nuoc-dua-xiem-mix-nguyen-thuong-hien,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"276 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",Giảm món
0,Ăn Vặt Gấu - Bánh Tráng & Cá Viên Chiên,https://images.foody.vn/res/g119/1189509/prof/s280x175/foody-upload-api-foody-mobile-sc-2be8a132-231020153036.jpg,https://shopeefood.vn/ho-chi-minh/an-vat-gau-banh-trang-ca-vien-chien,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"100/29A Đường Phong Phú, P. 12, Quận 8, TP. HCM",Giảm hết 15%
0,Sáu U - Bánh Hỏi Heo Quay & Bún Thịt Nướng - Trần Bình Trọng,https://images.foody.vn/res/g120/1192749/prof/s280x175/foody-upload-api-foody-mobile-an-94393909-231227092556.jpg,https://shopeefood.vn/ho-chi-minh/sau-u-banh-hoi-heo-quay-bun-thit-nuong-tran-binh-trong,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"327/62A Trần Bình Trọng, P. 4, Quận 5, TP. HCM",Giảm món
0,Trà Trái Cây & Trà Sữa Tea Mon - Tô Hiến Thành,https://images.foody.vn/res/g100008/1000070767/prof/s280x175/file_94c14492-0445-4700-beb6-eee-012d11b8-231009092705.jpeg,https://shopeefood.vn/ho-chi-minh/tra-trai-cay-tra-sua-tea-mon-to-hien-thanh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"273/27 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",Giảm hết 15%
0,Bánh Đồng Xu Phomai & Cà Phê - Phan Anh,https://images.foody.vn/res/g119/1189417/prof/s280x175/foody-upload-api-foody-mobile-sc-2689cae3-231019175814.jpg,https://shopeefood.vn/ho-chi-minh/banh-dong-xu-phomai-ca-phe-phan-anh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"252/17A Phan Anh, P. Hiệp Tân, Tân Phú, TP. HCM",Giảm món
0,Quán Cơm Má 3 - Đường 22,https://images.foody.vn/res/g100008/1000071930/prof/s280x175/vn-11134513-7r98o-lo543xcuj5rrf0-33201069-231119113233.jpeg,https://shopeefood.vn/ho-chi-minh/quan-com-ma-3-duong-22,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"22/19 Khu Dân Cư 22 Đường 22, P. Linh Đông, Thành Phố Thủ Đức, TP. HCM",Giảm hết 10%
0,Rốp Rốp - Bánh Tráng Nướng Đà Lạt - Lê Thúc Hoạch,https://images.foody.vn/res/g77/765933/prof/s280x175/foody-upload-api-foody-mobile-fghfgh-jpg-181130105656.jpg,https://shopeefood.vn/ho-chi-minh/rop-rop-banh-trang-nuong-da-lat-le-thuc-hoach,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"2/2/72 Lê Thúc Hoạch, P. Phú Thọ Hoà, Tân Phú, TP. HCM",Giảm món
0,Quán Ti Na - Chung Cư Quân Đội,https://images.foody.vn/res/g119/1188143/prof/s280x175/foody-upload-api-foody-mobile-hi-9360e848-231010124520.jpeg,https://shopeefood.vn/ho-chi-minh/quan-ti-na-chung-cu-quan-doi,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"04, Chung Cư Quân Đội, P. 9, Quận 11, TP. HCM",Giảm món
0,Dou Tea - Tea & Coffee - Đặng Văn Ngữ,https://images.foody.vn/res/g100007/1000067827/prof/s280x175/foody-upload-api-foody-mobile-im-66792125-231105123659.jpg,https://shopeefood.vn/ho-chi-minh/dou-tea-tea-coffee-dang-van-ngu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"171 Đặng Văn Ngữ, P. 13, Phú Nhuận, TP. HCM",Giảm món
0,Bảo Bình - Bánh Mì Chả Cá - Chung Thị Minh,https://images.foody.vn/res/g100008/1000071587/prof/s280x175/vn-11134513-7r98o-lnn4r576ugvh0c-e6c1e231-231106161403.jpeg,https://shopeefood.vn/ho-chi-minh/bao-binh-banh-mi-cha-ca-chung-thi-minh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"38A Chung Thị Minh, P. Hiệp Thành, Quận 12, TP. HCM",Giảm món
0,A Bảo - Trà Đào Dầm - Đồng Đen,https://images.foody.vn/res/g104/1035562/prof/s280x175/file_restaurant_photo_x1qs_16594-af067948-220802160504.jpg,https://shopeefood.vn/ho-chi-minh/a-bao-tra-dao-dam-dong-den,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"3 Đồng Đen, P. 12, Tân Bình, TP. HCM",Giảm món
0,"Cơm Tấm THƯƠNG SÀI GÒN - Nạc Giòn, Tóp Mỡ, Sườn Bì Chả - Đỗ Thừa Luông",https://images.foody.vn/res/g119/1184812/prof/s280x175/file_restaurant_photo_kygq_16950-293202da-230918203411.jpg,https://shopeefood.vn/ho-chi-minh/com-tam-thuong-sai-gon-nac-gion-top-mo-suon-bi-cha-do-thua-luong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"53A Đỗ Thừa Luông, P. Tân Quý, Tân Phú, TP. HCM",Giảm món
0,LAKAFE - Cafe Muối Ngon Số 1 Sài Gòn - Lê Quốc Hưng,https://images.foody.vn/res/g113/1123491/prof/s280x175/foody-upload-api-foody-mobile-im-c3fa2a28-211229173353.jpeg,https://shopeefood.vn/ho-chi-minh/lakafe-cafe-muoi-ngon-so-1-sai-gon-le-quoc-hung,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"34 Lê Quốc Hưng, P. 13, Quận 4, TP. HCM",Giảm món
0,"Bếp Chị Cám - Cơm Tấm, Bún Thịt Nướng & Bánh Canh Chả Cá",https://images.foody.vn/res/g120/1192841/prof/s280x175/foody-upload-api-foody-mobile-z4-72e2727a-231123145933.jpeg,https://shopeefood.vn/ho-chi-minh/bep-chi-cam-com-tam-bun-thit-nuong-banh-canh-cha-ca,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"416/23/29 Dương Quảng Hàm, P. 5, Gò Vấp, TP. HCM",Giảm món
0,Oscar - Trà Sữa & Ăn Vặt,https://images.foody.vn/res/g91/906048/prof/s280x175/file_restaurant_photo_bmke_16213-88f08b9a-210518111027.jpg,https://shopeefood.vn/ho-chi-minh/oscar-tra-sua-an-vat,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"7 Nguyễn Sỹ Sách, P. 15, Tân Bình, TP. HCM",Giảm món
0,"TK Tea & Coffee - Trà Sữa, Sinh Tố & Cafe - Huỳnh Tấn Phát",,https://shopeefood.vn/ho-chi-minh/tk-tea-coffee-tra-sua-sinh-to-cafe-huynh-tan-phat,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"860/25 Hẻm 860 Đường Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM",Giảm món
0,Wow Chicken - Gà Rán & Cơm Gà - Nguyễn Du,,https://shopeefood.vn/ho-chi-minh/wow-chicken-ga-ran-com-ga-nguyen-du,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"75 Nguyễn Du, P.7, Gò Vấp, TP. HCM",Giảm món
0,"TIỆM CHÚ MẬP - MÌ BÒ ĐÀI LOAN, LẨU CAY TÊ TỨ XUYÊN & TOMYUM THÁI",,https://shopeefood.vn/ho-chi-minh/tiem-chu-map-mi-bo-dai-loan-lau-cay-te-tu-xuyen-tomyum-thai,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"384 Phạm Văn Đồng, P. 11, Bình Thạnh, TP. HCM",Giảm món
0,Bếp Ăn Vặt Của Pá - Xôi Chiên &Tokbokki,,https://shopeefood.vn/ho-chi-minh/bep-an-vat-cua-pa-xoi-chien-tokbokki,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"187 Lý Thái Tổ, P. 9, Quận 10, TP. HCM",Giảm món
0,Tiệm Lẩu Út Mai - Lẩu Mang Về,,https://shopeefood.vn/ho-chi-minh/tiem-lau-ut-mai-lau-mang-ve,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"1319 Lê Đức Thọ, P. 13, Gò Vấp, TP. HCM",Giảm món
0,"Cơm Tấm Delichi - Cơm Sườn, Cơm Ba Rọi - Điện Biên Phủ",,https://shopeefood.vn/ho-chi-minh/com-tam-delichi-com-suon-com-ba-roi-dien-bien-phu,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"598/72 Điện Biên Phủ, P. 22, Bình Thạnh, TP. HCM",Giảm món
0,"Bento Delichi - Cơm Gà Xối Mỡ, Cơm Gà Mắm Tỏi - Điện Biên Phủ",,https://shopeefood.vn/ho-chi-minh/bento-delichi-com-ga-xoi-mo-com-ga-mam-toi-dien-bien-phu,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"598/72 Điện Biên Phủ, P. 22, Bình Thạnh, TP. HCM",Giảm món
0,"H&T Food - Gà Ủ Muối, Chân Gà Sốt Thái & Ăn Vặt SG",,https://shopeefood.vn/ho-chi-minh/h-t-food-ga-u-muoi-chan-ga-sot-thai-an-vat-sg,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"158/9A Mã Lò, P. Bình Trị Đông A, Bình Tân, TP. HCM",Giảm món
0,Súp Cua Ghiền - Huỳnh Mẫn Đạt,,https://shopeefood.vn/ho-chi-minh/sup-cua-ghien-huynh-man-dat,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"43 Huỳnh Mẫn Đạt, P. 19, Bình Thạnh, TP. HCM",Giảm món
0,Thịt Nướng Đại Tỷ - Thịt Nướng - Đường Số 8,,https://shopeefood.vn/ho-chi-minh/thit-nuong-dai-ty-thit-nuong-duong-so-8,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"303 Đường Số 8, P. 11, Gò Vấp, TP. HCM",Giảm món
0,Ẩm Thực Chay Huệ Phát,,https://shopeefood.vn/ho-chi-minh/am-thuc-chay-hue-phat,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"330 Lãnh Binh Thăng, Quận 11, TP. HCM",Giảm món
0,Hà Thảo Food - Gà Bó Xôi Ngon,,https://shopeefood.vn/ho-chi-minh/ha-thao-food-ga-bo-xoi-ngon,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"336 Lương Định Của, Thành Phố Thủ Đức, TP. HCM",Giảm món
0,Vịt Quay A Long - Lương Định Của,,https://shopeefood.vn/ho-chi-minh/vit-quay-a-long-luong-dinh-cua,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"336 Lương Định Của, P. An Phú, Thành Phố Thủ Đức, TP. HCM",Giảm món
0,Gà Bó Xôi Ngon - Shop Online,,https://shopeefood.vn/ho-chi-minh/ga-bo-xoi-ngon-shop-online,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"336 Lương Định Của, P. An Phú, Thành Phố Thủ Đức, TP. HCM",Giảm món
0,"Quán KIM ÁNH - Bánh Tráng Trộn, Nước Ép & Sinh Tố - Bình Giã",,https://shopeefood.vn/ho-chi-minh/quan-kim-anh-banh-trang-tron-nuoc-ep-sinh-to-binh-gia.fs9xjz,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"82 Bình Giã, P. 13, Tân Bình, TP. HCM",Giảm món
0,Gác Coffee And Tea - Nam Kỳ Khởi Nghĩa,https://images.foody.vn/res/g119/1184832/prof/s280x175/foody-upload-api-foody-mobile-sc-733f3ca7-230915171110.jpg,https://shopeefood.vn/ho-chi-minh/gac-coffee-and-tea-nam-ky-khoi-nghia,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"218/7 Nam Kì Khởi Nghĩa - Lầu 2, P. Võ Thị Sáu, Quận 3, TP. HCM",Giảm món
0,Bò Kho - Gà Ác KIM KHÁNH,https://images.foody.vn/res/g100007/1000062883/prof/s280x175/file_55dbb508-0074-429c-8f77-7dd-4fede7d8-230303193532.jpeg,https://shopeefood.vn/ho-chi-minh/bo-kho-ga-ac-kim-khanh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"1/22H Ấp Hưng Lân, X. Bà Điểm, Hóc Môn, TP. HCM",Giảm món
0,Cơm Tấm Chả Cua,https://images.foody.vn/res/g1/2354/prof/s280x175/file_restaurant_photo_yqnx_16038-72f4b9d8-201028120254.jpg,https://shopeefood.vn/ho-chi-minh/com-tam-cha-cua,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"9 Khu A Lô 3C Nguyễn Thị Nhỏ, P. 15, Quận 11, TP. HCM",Giảm món
0,Uống Gì Ó - Trà Chanh & Trà Trái Cây - Hoàng Hoa Thám,https://images.foody.vn/res/g100008/1000072618/prof/s280x175/vn-11134513-7r98o-lp2bpb1g0i8r46-d0e9beb5-231212131819.jpeg,https://shopeefood.vn/ho-chi-minh/uong-gi-o-tra-chanh-tra-trai-cay-hoang-hoa-tham,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"189/2/1 Hoàng Hoa Thám, P. 6, Bình Thạnh, TP. HCM",Giảm hết 20%
0,Cô Na Sài Gòn - Nước Ép & Sinh Tố Trái Cây,https://images.foody.vn/res/g85/842530/prof/s280x175/file_restaurant_photo_hkd6_16167-d51cbc92-210326110709.jpg,https://shopeefood.vn/ho-chi-minh/co-na-sai-gon-nuoc-ep-sinh-to-trai-cay,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"58 Vườn Lài, Tân Phú, TP. HCM",Giảm món
0,Bánh Canh Ghẹ Đỏ Đen - Bánh Canh & Bún - 796/1 Lê Đức Thọ,https://images.foody.vn/res/g102/1018296/prof/s280x175/foody-upload-api-foody-mobile-30-200409105859.jpg,https://shopeefood.vn/ho-chi-minh/banh-canh-ghe-do-den-banh-canh-bun-796-1-le-duc-tho,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"796/1 Lê Đức Thọ, P. 15, Gò Vấp, TP. HCM",Giảm món
0,NING & NOON OOLONG TEA - Lê Quang Định,https://images.foody.vn/res/g117/1168158/prof/s280x175/foody-upload-api-foody-mobile-33-cedf8600-230418114735.jpg,https://shopeefood.vn/ho-chi-minh/ning-noon-oolong-tea-le-quang-dinh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"274 Lê Quang Định, P. 11, Bình Thạnh, TP. HCM",Giảm món
0,Trà Sữa & Trà Trái Cây - Tiệm Trà An Chí,https://images.foody.vn/res/g119/1188337/prof/s280x175/foody-upload-api-foody-mobile-aa-2619e9de-231209105732.jpeg,https://shopeefood.vn/ho-chi-minh/tra-sua-tra-trai-cay-tiem-tra-an-chi,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"27 Phạm Nhữ Tăng, P. 4, Quận 8, TP. HCM",Giảm món
